,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
862,Donald Trump,All polls,10/7/2020,7/21/2017,7/23/2017,YouGov,B,1000.0,a,0.12637823,0.0,39.0,50.0,39.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67270,125590,7/17/2020,19:17:36  7 Oct 2020,17370.0
863,Donald Trump,All polls,10/7/2020,7/22/2017,7/24/2017,YouGov,B,1000.0,a,0.12570815,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67271,125591,7/17/2020,19:17:36  7 Oct 2020,17371.0
867,Donald Trump,All polls,10/7/2020,7/23/2017,7/25/2017,YouGov,B,1500.0,a,0.18757467,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78606,7/26/2017,19:17:36  7 Oct 2020,17372.0
869,Donald Trump,All polls,10/7/2020,7/23/2017,7/25/2017,YouGov,B,1000.0,a,0.12504978,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67524,126316,7/17/2020,19:17:36  7 Oct 2020,17372.0
873,Donald Trump,All polls,10/7/2020,7/24/2017,7/26/2017,YouGov,B,1000.0,a,0.12576386,0.0,36.0,51.0,36.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67272,125593,7/17/2020,19:17:36  7 Oct 2020,17373.0
879,Donald Trump,All polls,10/7/2020,7/25/2017,7/27/2017,YouGov,B,1000.0,a,0.12632993,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67273,125594,7/17/2020,19:17:36  7 Oct 2020,17374.0
882,Donald Trump,All polls,10/7/2020,7/26/2017,7/28/2017,YouGov,B,1000.0,a,0.12690806,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67274,125595,7/17/2020,19:17:36  7 Oct 2020,17375.0
889,Donald Trump,All polls,10/7/2020,7/27/2017,7/29/2017,YouGov,B,1000.0,a,0.12682471,0.0,35.0,55.0,35.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67275,125596,7/17/2020,19:17:36  7 Oct 2020,17376.0
892,Donald Trump,All polls,10/7/2020,7/28/2017,7/30/2017,YouGov,B,1000.0,a,0.12608001,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67276,125597,7/17/2020,19:17:36  7 Oct 2020,17377.0
896,Donald Trump,All polls,10/7/2020,7/29/2017,7/31/2017,YouGov,B,1000.0,a,0.12528486,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67277,125598,7/17/2020,19:17:36  7 Oct 2020,17378.0
900,Donald Trump,All polls,10/7/2020,7/30/2017,8/1/2017,YouGov,B,1000.0,a,0.12450229,0.0,40.0,50.0,40.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67278,125599,7/17/2020,19:17:36  7 Oct 2020,17379.0
906,Donald Trump,All polls,10/7/2020,7/31/2017,8/1/2017,YouGov,B,1500.0,a,0.18541341,0.0,37.0,54.0,37.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78644,8/2/2017,19:17:36  7 Oct 2020,17379.0
908,Donald Trump,All polls,10/7/2020,7/31/2017,8/2/2017,YouGov,B,1000.0,a,0.12360894,0.0,35.0,52.0,35.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67279,125600,7/17/2020,19:17:36  7 Oct 2020,17380.0
912,Donald Trump,All polls,10/7/2020,8/1/2017,8/3/2017,YouGov,B,1000.0,a,0.12415482,0.0,36.0,57.0,36.923164,58.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67280,125601,7/17/2020,19:17:36  7 Oct 2020,17381.0
915,Donald Trump,All polls,10/7/2020,8/2/2017,8/4/2017,YouGov,B,1000.0,a,0.12471209,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67281,125602,7/17/2020,19:17:36  7 Oct 2020,17382.0
916,Donald Trump,All polls,10/7/2020,8/3/2017,8/5/2017,YouGov,B,1000.0,a,0.12466116,0.0,35.0,55.0,35.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67282,125603,7/17/2020,19:17:36  7 Oct 2020,17383.0
922,Donald Trump,All polls,10/7/2020,8/4/2017,8/6/2017,YouGov,B,1000.0,a,0.12354369,0.0,34.0,56.0,34.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67283,125604,7/17/2020,19:17:36  7 Oct 2020,17384.0
929,Donald Trump,All polls,10/7/2020,8/5/2017,8/7/2017,YouGov,B,1000.0,a,0.12245712,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67284,125605,7/17/2020,19:17:36  7 Oct 2020,17385.0
937,Donald Trump,All polls,10/7/2020,8/6/2017,8/8/2017,YouGov,B,1500.0,a,0.18210013,0.0,37.0,53.0,37.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mg4bbjqqty/econTabReport.pdf,50066,78684,8/9/2017,19:17:36  7 Oct 2020,17386.0
938,Donald Trump,All polls,10/7/2020,8/6/2017,8/8/2017,YouGov,B,1000.0,a,0.12140009,0.0,34.0,56.0,34.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67525,126317,7/17/2020,19:17:36  7 Oct 2020,17386.0
942,Donald Trump,All polls,10/7/2020,8/7/2017,8/9/2017,YouGov,B,1000.0,a,0.12153725,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67285,125607,7/17/2020,19:17:36  7 Oct 2020,17387.0
944,Donald Trump,All polls,10/7/2020,8/8/2017,8/10/2017,YouGov,B,1000.0,a,0.12125575,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67286,125608,7/17/2020,19:17:36  7 Oct 2020,17388.0
952,Donald Trump,All polls,10/7/2020,8/9/2017,8/11/2017,YouGov,B,1000.0,a,0.12097567,0.0,40.0,49.0,40.923164,50.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67287,125609,7/17/2020,19:17:36  7 Oct 2020,17389.0
954,Donald Trump,All polls,10/7/2020,8/10/2017,8/12/2017,YouGov,B,1000.0,a,0.12048404,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67288,125610,7/17/2020,19:17:36  7 Oct 2020,17390.0
957,Donald Trump,All polls,10/7/2020,8/11/2017,8/13/2017,YouGov,B,1000.0,a,0.1199686,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67289,125611,7/17/2020,19:17:36  7 Oct 2020,17391.0
966,Donald Trump,All polls,10/7/2020,8/12/2017,8/14/2017,YouGov,B,1000.0,a,0.11892523,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67290,125612,7/17/2020,19:17:36  7 Oct 2020,17392.0
967,Donald Trump,All polls,10/7/2020,8/13/2017,8/15/2017,YouGov,B,1000.0,a,0.11788945,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67526,126318,7/17/2020,19:17:36  7 Oct 2020,17393.0
968,Donald Trump,All polls,10/7/2020,8/13/2017,8/15/2017,YouGov,B,1500.0,a,0.17683417,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78730,8/16/2017,19:17:36  7 Oct 2020,17393.0
974,Donald Trump,All polls,10/7/2020,8/14/2017,8/15/2017,YouGov,B,1000.0,a,0.11795069,0.0,34.0,58.0,34.923164,59.870313,,,http://big.assets.huffingtonpost.com/tabsHPCharlottesville20170814.pdf,50093,78728,8/16/2017,19:17:36  7 Oct 2020,17393.0
976,Donald Trump,All polls,10/7/2020,8/14/2017,8/16/2017,YouGov,B,1000.0,a,0.11795069,0.0,34.0,58.0,34.923164,59.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67291,125614,7/17/2020,19:17:36  7 Oct 2020,17394.0
983,Donald Trump,All polls,10/7/2020,8/15/2017,8/17/2017,YouGov,B,1000.0,a,0.11886804,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67292,125615,7/17/2020,19:17:36  7 Oct 2020,17395.0
986,Donald Trump,All polls,10/7/2020,8/16/2017,8/18/2017,YouGov,B,1000.0,a,0.11981132,0.0,35.0,52.0,35.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67293,125616,7/17/2020,19:17:36  7 Oct 2020,17396.0
994,Donald Trump,All polls,10/7/2020,8/17/2017,8/19/2017,YouGov,B,1000.0,a,0.120195,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67294,125617,7/17/2020,19:17:36  7 Oct 2020,17397.0
998,Donald Trump,All polls,10/7/2020,8/18/2017,8/19/2017,YouGov,B,1000.0,a,0.11986625,0.0,34.0,57.0,34.923164,58.870313,,,http://big.assets.huffingtonpost.com/tabsHPTrumpandBannon20170818.pdf,50114,78758,8/21/2017,19:17:36  7 Oct 2020,17397.0
1001,Donald Trump,All polls,10/7/2020,8/18/2017,8/20/2017,YouGov,B,1000.0,a,0.11986625,0.0,34.0,57.0,34.923164,58.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67295,125618,7/17/2020,19:17:36  7 Oct 2020,17398.0
1005,Donald Trump,All polls,10/7/2020,8/19/2017,8/21/2017,YouGov,B,1000.0,a,0.12043195,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67296,125619,7/17/2020,19:17:36  7 Oct 2020,17399.0
1009,Donald Trump,All polls,10/7/2020,8/20/2017,8/22/2017,YouGov,B,1500.0,a,0.18151181,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78771,8/23/2017,19:17:36  7 Oct 2020,17400.0
1014,Donald Trump,All polls,10/7/2020,8/21/2017,8/23/2017,YouGov,B,1000.0,a,0.12197277,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67297,125620,7/17/2020,19:17:36  7 Oct 2020,17401.0
1020,Donald Trump,All polls,10/7/2020,8/22/2017,8/24/2017,YouGov,B,1000.0,a,0.12287915,0.0,36.0,54.0,36.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67298,125621,7/17/2020,19:17:36  7 Oct 2020,17402.0
1024,Donald Trump,All polls,10/7/2020,8/23/2017,8/25/2017,YouGov,B,1000.0,a,0.12375874,0.0,34.0,56.0,34.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67299,125622,7/17/2020,19:17:36  7 Oct 2020,17403.0
1025,Donald Trump,All polls,10/7/2020,8/24/2017,8/26/2017,YouGov,B,1000.0,a,0.12400502,0.0,36.0,56.0,36.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67300,125623,7/17/2020,19:17:36  7 Oct 2020,17404.0
1034,Donald Trump,All polls,10/7/2020,8/25/2017,8/27/2017,YouGov,B,1000.0,a,0.12359483,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67301,125624,7/17/2020,19:17:36  7 Oct 2020,17405.0
1039,Donald Trump,All polls,10/7/2020,8/26/2017,8/28/2017,YouGov,B,1000.0,a,0.12277279,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67302,125625,7/17/2020,19:17:36  7 Oct 2020,17406.0
1043,Donald Trump,All polls,10/7/2020,8/27/2017,8/29/2017,YouGov,B,1500.0,a,0.18294561,0.0,38.0,53.0,38.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bk136ee11c/econTabReport.pdf,50151,78814,8/30/2017,19:17:36  7 Oct 2020,17407.0
1044,Donald Trump,All polls,10/7/2020,8/27/2017,8/29/2017,YouGov,B,1000.0,a,0.12196374,0.0,36.0,54.0,36.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67527,126319,7/17/2020,19:17:36  7 Oct 2020,17407.0
1051,Donald Trump,All polls,10/7/2020,8/28/2017,8/30/2017,YouGov,B,1000.0,a,0.12151158,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67303,125627,7/17/2020,19:17:36  7 Oct 2020,17408.0
1053,Donald Trump,All polls,10/7/2020,8/29/2017,8/31/2017,YouGov,B,1000.0,a,0.12106334,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67304,125628,7/17/2020,19:17:36  7 Oct 2020,17409.0
1059,Donald Trump,All polls,10/7/2020,8/30/2017,9/1/2017,YouGov,B,1000.0,a,0.12022836,0.0,34.0,56.0,34.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67305,125629,7/17/2020,19:17:36  7 Oct 2020,17410.0
1064,Donald Trump,All polls,10/7/2020,8/31/2017,9/2/2017,YouGov,B,1000.0,a,0.11884422,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67306,125630,7/17/2020,19:17:36  7 Oct 2020,17411.0
1067,Donald Trump,All polls,10/7/2020,9/1/2017,9/3/2017,YouGov,B,1000.0,a,0.11727629,0.0,36.0,53.0,36.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67307,125631,7/17/2020,19:17:36  7 Oct 2020,17412.0
1074,Donald Trump,All polls,10/7/2020,9/2/2017,9/4/2017,YouGov,B,1000.0,a,0.11542897,0.0,37.0,55.0,37.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67308,125632,7/17/2020,19:17:36  7 Oct 2020,17413.0
1075,Donald Trump,All polls,10/7/2020,9/3/2017,9/5/2017,YouGov,B,1500.0,a,0.17050536,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78850,9/6/2017,19:17:36  7 Oct 2020,17414.0
1077,Donald Trump,All polls,10/7/2020,9/3/2017,9/5/2017,YouGov,B,1000.0,a,0.11367024,0.0,38.0,49.0,38.923164,50.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67528,126320,7/17/2020,19:17:36  7 Oct 2020,17414.0
1082,Donald Trump,All polls,10/7/2020,9/4/2017,9/6/2017,YouGov,B,1000.0,a,0.11297326,0.0,39.0,50.0,39.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67309,125634,7/17/2020,19:17:36  7 Oct 2020,17415.0
1088,Donald Trump,All polls,10/7/2020,9/5/2017,9/7/2017,YouGov,B,1000.0,a,0.11223514,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67310,125635,7/17/2020,19:17:36  7 Oct 2020,17416.0
1091,Donald Trump,All polls,10/7/2020,9/6/2017,9/8/2017,YouGov,B,1000.0,a,0.11150933,0.0,42.0,50.0,42.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67311,125636,7/17/2020,19:17:36  7 Oct 2020,17417.0
1094,Donald Trump,All polls,10/7/2020,9/6/2017,9/9/2017,YouGov,B,2271.0,a,0.25055437,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pjiav8yyrj/tabs_daca.pdf,56962,91950,11/28/2018,19:17:36  7 Oct 2020,17418.0
1095,Donald Trump,All polls,10/7/2020,9/7/2017,9/9/2017,YouGov,B,1000.0,a,0.11032777,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67312,125637,7/17/2020,19:17:36  7 Oct 2020,17418.0
1099,Donald Trump,All polls,10/7/2020,9/8/2017,9/10/2017,YouGov,B,1000.0,a,0.11034017,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67313,125638,7/17/2020,19:17:36  7 Oct 2020,17419.0
1106,Donald Trump,All polls,10/7/2020,9/9/2017,9/11/2017,YouGov,B,1000.0,a,0.11030102,0.0,36.0,54.0,36.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67314,125639,7/17/2020,19:17:36  7 Oct 2020,17420.0
1108,Donald Trump,All polls,10/7/2020,9/10/2017,9/12/2017,YouGov,B,1000.0,a,0.11026206,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67529,126321,7/17/2020,19:17:36  7 Oct 2020,17421.0
1110,Donald Trump,All polls,10/7/2020,9/10/2017,9/12/2017,YouGov,B,1500.0,a,0.16539309,0.0,39.0,52.0,39.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xec10tysqv/trackingreport.pdf,50200,78886,9/13/2017,19:17:36  7 Oct 2020,17421.0
1115,Donald Trump,All polls,10/7/2020,9/11/2017,9/13/2017,YouGov,B,1000.0,a,0.11120963,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67315,125641,7/17/2020,19:17:36  7 Oct 2020,17422.0
1120,Donald Trump,All polls,10/7/2020,9/12/2017,9/14/2017,YouGov,B,1000.0,a,0.11218231,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67530,126322,7/17/2020,19:17:36  7 Oct 2020,17423.0
1123,Donald Trump,All polls,10/7/2020,9/12/2017,9/14/2017,YouGov,B,1000.0,a,0.11218231,0.0,40.0,51.0,40.923164,52.870313,,,http://big.assets.huffingtonpost.com/tabsHPImmigration20170912.pdf,50218,78911,9/18/2017,19:17:36  7 Oct 2020,17423.0
1128,Donald Trump,All polls,10/7/2020,9/13/2017,9/15/2017,YouGov,B,1000.0,a,0.11396345,0.0,40.0,48.0,40.923164,49.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67316,125643,7/17/2020,19:17:36  7 Oct 2020,17424.0
1130,Donald Trump,All polls,10/7/2020,9/14/2017,9/16/2017,YouGov,B,1000.0,a,0.11529373,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67317,125644,7/17/2020,19:17:36  7 Oct 2020,17425.0
1139,Donald Trump,All polls,10/7/2020,9/15/2017,9/17/2017,YouGov,B,1000.0,a,0.11610298,0.0,40.0,50.0,40.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67318,125645,7/17/2020,19:17:36  7 Oct 2020,17426.0
1143,Donald Trump,All polls,10/7/2020,9/16/2017,9/18/2017,YouGov,B,1000.0,a,0.11692651,0.0,40.0,52.0,40.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67319,125646,7/17/2020,19:17:36  7 Oct 2020,17427.0
1148,Donald Trump,All polls,10/7/2020,9/17/2017,9/19/2017,YouGov,B,1500.0,a,0.17664709,0.0,39.0,49.0,39.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78924,9/20/2017,19:17:36  7 Oct 2020,17428.0
1151,Donald Trump,All polls,10/7/2020,9/17/2017,9/19/2017,YouGov,B,1000.0,a,0.11776472,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67531,126323,7/17/2020,19:17:36  7 Oct 2020,17428.0
1156,Donald Trump,All polls,10/7/2020,9/18/2017,9/20/2017,YouGov,B,1000.0,a,0.11978694,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67320,125648,7/17/2020,19:17:36  7 Oct 2020,17429.0
1161,Donald Trump,All polls,10/7/2020,9/19/2017,9/21/2017,YouGov,B,1000.0,a,0.12099929,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67321,125649,7/17/2020,19:17:36  7 Oct 2020,17430.0
1168,Donald Trump,All polls,10/7/2020,9/20/2017,9/22/2017,YouGov,B,1000.0,a,0.12224374,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67322,125650,7/17/2020,19:17:36  7 Oct 2020,17431.0
1172,Donald Trump,All polls,10/7/2020,9/21/2017,9/23/2017,YouGov,B,1000.0,a,0.12289639,0.0,37.0,51.0,37.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67323,125651,7/17/2020,19:17:36  7 Oct 2020,17432.0
1173,Donald Trump,All polls,10/7/2020,9/22/2017,9/24/2017,YouGov,B,1000.0,a,0.12291637,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67324,125652,7/17/2020,19:17:36  7 Oct 2020,17433.0
1182,Donald Trump,All polls,10/7/2020,9/23/2017,9/25/2017,YouGov,B,1000.0,a,0.12293982,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67325,125653,7/17/2020,19:17:36  7 Oct 2020,17434.0
1186,Donald Trump,All polls,10/7/2020,9/24/2017,9/26/2017,YouGov,B,1500.0,a,0.18385476,0.0,37.0,53.0,37.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qok43jc8xn/econTabReport.pdf,50257,78971,9/27/2017,19:17:36  7 Oct 2020,17435.0
1192,Donald Trump,All polls,10/7/2020,9/24/2017,9/26/2017,YouGov,B,1000.0,a,0.12256984,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67532,126324,7/17/2020,19:17:36  7 Oct 2020,17435.0
1195,Donald Trump,All polls,10/7/2020,9/25/2017,9/27/2017,YouGov,B,1000.0,a,0.12345303,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67326,125655,7/17/2020,19:17:36  7 Oct 2020,17436.0
1201,Donald Trump,All polls,10/7/2020,9/26/2017,9/28/2017,YouGov,B,1000.0,a,0.12435032,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67327,125656,7/17/2020,19:17:36  7 Oct 2020,17437.0
1206,Donald Trump,All polls,10/7/2020,9/27/2017,9/29/2017,YouGov,B,1000.0,a,0.12526209,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67328,125657,7/17/2020,19:17:36  7 Oct 2020,17438.0
1209,Donald Trump,All polls,10/7/2020,9/28/2017,9/30/2017,YouGov,B,1000.0,a,0.12552806,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67329,125658,7/17/2020,19:17:36  7 Oct 2020,17439.0
1219,Donald Trump,All polls,10/7/2020,9/29/2017,10/1/2017,YouGov,B,1000.0,a,0.12500484,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67330,125659,7/17/2020,19:17:36  7 Oct 2020,17440.0
1221,Donald Trump,All polls,10/7/2020,9/30/2017,10/2/2017,YouGov,B,1000.0,a,0.12449343,0.0,39.0,54.0,39.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67331,125660,7/17/2020,19:17:36  7 Oct 2020,17441.0
1227,Donald Trump,All polls,10/7/2020,10/1/2017,10/3/2017,YouGov,B,1500.0,a,0.18599029,0.0,39.0,54.0,39.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,50282,79009,10/4/2017,19:17:36  7 Oct 2020,17442.0
1228,Donald Trump,All polls,10/7/2020,10/1/2017,10/3/2017,YouGov,B,1000.0,a,0.12399353,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67533,126325,7/17/2020,19:17:36  7 Oct 2020,17442.0
1233,Donald Trump,All polls,10/7/2020,10/2/2017,10/4/2017,YouGov,B,1000.0,a,0.12474694,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67332,125662,7/17/2020,19:17:36  7 Oct 2020,17443.0
1237,Donald Trump,All polls,10/7/2020,10/3/2017,10/5/2017,YouGov,B,1000.0,a,0.12551248,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67333,125663,7/17/2020,19:17:36  7 Oct 2020,17444.0
1243,Donald Trump,All polls,10/7/2020,10/4/2017,10/6/2017,YouGov,B,1000.0,a,0.12622674,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67334,125664,7/17/2020,19:17:36  7 Oct 2020,17445.0
