,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
1148,Donald Trump,All polls,10/7/2020,9/17/2017,9/19/2017,YouGov,B,1500.0,a,0.17664709,0.0,39.0,49.0,39.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78924,9/20/2017,19:17:36  7 Oct 2020,17428.0
1151,Donald Trump,All polls,10/7/2020,9/17/2017,9/19/2017,YouGov,B,1000.0,a,0.11776472,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67531,126323,7/17/2020,19:17:36  7 Oct 2020,17428.0
1156,Donald Trump,All polls,10/7/2020,9/18/2017,9/20/2017,YouGov,B,1000.0,a,0.11978694,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67320,125648,7/17/2020,19:17:36  7 Oct 2020,17429.0
1161,Donald Trump,All polls,10/7/2020,9/19/2017,9/21/2017,YouGov,B,1000.0,a,0.12099929,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67321,125649,7/17/2020,19:17:36  7 Oct 2020,17430.0
1168,Donald Trump,All polls,10/7/2020,9/20/2017,9/22/2017,YouGov,B,1000.0,a,0.12224374,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67322,125650,7/17/2020,19:17:36  7 Oct 2020,17431.0
1172,Donald Trump,All polls,10/7/2020,9/21/2017,9/23/2017,YouGov,B,1000.0,a,0.12289639,0.0,37.0,51.0,37.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67323,125651,7/17/2020,19:17:36  7 Oct 2020,17432.0
1173,Donald Trump,All polls,10/7/2020,9/22/2017,9/24/2017,YouGov,B,1000.0,a,0.12291637,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67324,125652,7/17/2020,19:17:36  7 Oct 2020,17433.0
1182,Donald Trump,All polls,10/7/2020,9/23/2017,9/25/2017,YouGov,B,1000.0,a,0.12293982,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67325,125653,7/17/2020,19:17:36  7 Oct 2020,17434.0
1186,Donald Trump,All polls,10/7/2020,9/24/2017,9/26/2017,YouGov,B,1500.0,a,0.18385476,0.0,37.0,53.0,37.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qok43jc8xn/econTabReport.pdf,50257,78971,9/27/2017,19:17:36  7 Oct 2020,17435.0
1192,Donald Trump,All polls,10/7/2020,9/24/2017,9/26/2017,YouGov,B,1000.0,a,0.12256984,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67532,126324,7/17/2020,19:17:36  7 Oct 2020,17435.0
1195,Donald Trump,All polls,10/7/2020,9/25/2017,9/27/2017,YouGov,B,1000.0,a,0.12345303,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67326,125655,7/17/2020,19:17:36  7 Oct 2020,17436.0
1201,Donald Trump,All polls,10/7/2020,9/26/2017,9/28/2017,YouGov,B,1000.0,a,0.12435032,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67327,125656,7/17/2020,19:17:36  7 Oct 2020,17437.0
1206,Donald Trump,All polls,10/7/2020,9/27/2017,9/29/2017,YouGov,B,1000.0,a,0.12526209,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67328,125657,7/17/2020,19:17:36  7 Oct 2020,17438.0
1209,Donald Trump,All polls,10/7/2020,9/28/2017,9/30/2017,YouGov,B,1000.0,a,0.12552806,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67329,125658,7/17/2020,19:17:36  7 Oct 2020,17439.0
1219,Donald Trump,All polls,10/7/2020,9/29/2017,10/1/2017,YouGov,B,1000.0,a,0.12500484,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67330,125659,7/17/2020,19:17:36  7 Oct 2020,17440.0
1221,Donald Trump,All polls,10/7/2020,9/30/2017,10/2/2017,YouGov,B,1000.0,a,0.12449343,0.0,39.0,54.0,39.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67331,125660,7/17/2020,19:17:36  7 Oct 2020,17441.0
1227,Donald Trump,All polls,10/7/2020,10/1/2017,10/3/2017,YouGov,B,1500.0,a,0.18599029,0.0,39.0,54.0,39.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,50282,79009,10/4/2017,19:17:36  7 Oct 2020,17442.0
1228,Donald Trump,All polls,10/7/2020,10/1/2017,10/3/2017,YouGov,B,1000.0,a,0.12399353,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67533,126325,7/17/2020,19:17:36  7 Oct 2020,17442.0
1233,Donald Trump,All polls,10/7/2020,10/2/2017,10/4/2017,YouGov,B,1000.0,a,0.12474694,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67332,125662,7/17/2020,19:17:36  7 Oct 2020,17443.0
1237,Donald Trump,All polls,10/7/2020,10/3/2017,10/5/2017,YouGov,B,1000.0,a,0.12551248,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67333,125663,7/17/2020,19:17:36  7 Oct 2020,17444.0
1243,Donald Trump,All polls,10/7/2020,10/4/2017,10/6/2017,YouGov,B,1000.0,a,0.12622674,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67334,125664,7/17/2020,19:17:36  7 Oct 2020,17445.0
1246,Donald Trump,All polls,10/7/2020,10/5/2017,10/7/2017,YouGov,B,1000.0,a,0.12629185,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67335,125665,7/17/2020,19:17:36  7 Oct 2020,17446.0
1253,Donald Trump,All polls,10/7/2020,10/6/2017,10/8/2017,YouGov,B,1000.0,a,0.12570731,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67336,125666,7/17/2020,19:17:36  7 Oct 2020,17447.0
1262,Donald Trump,All polls,10/7/2020,10/7/2017,10/9/2017,YouGov,B,1000.0,a,0.12513438,0.0,39.0,54.0,39.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67337,125667,7/17/2020,19:17:36  7 Oct 2020,17448.0
1266,Donald Trump,All polls,10/7/2020,10/8/2017,10/10/2017,YouGov,B,1000.0,a,0.12457273,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67338,125668,7/17/2020,19:17:36  7 Oct 2020,17449.0
1267,Donald Trump,All polls,10/7/2020,10/7/2017,10/10/2017,YouGov,B,1500.0,a,0.18685909,0.0,36.0,52.0,36.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zev5z2887d/econTabReport.pdf,50315,79051,10/11/2017,19:17:36  7 Oct 2020,17449.0
1269,Donald Trump,All polls,10/7/2020,10/9/2017,10/11/2017,YouGov,B,1000.0,a,0.12522041,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67339,125669,7/17/2020,19:17:36  7 Oct 2020,17450.0
1277,Donald Trump,All polls,10/7/2020,10/10/2017,10/12/2017,YouGov,B,1000.0,a,0.12587949,0.0,35.0,55.0,35.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67340,125670,7/17/2020,19:17:36  7 Oct 2020,17451.0
1281,Donald Trump,All polls,10/7/2020,10/11/2017,10/13/2017,YouGov,B,1000.0,a,0.12655027,0.0,40.0,53.0,40.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67341,125671,7/17/2020,19:17:36  7 Oct 2020,17452.0
1285,Donald Trump,All polls,10/7/2020,10/12/2017,10/14/2017,YouGov,B,1000.0,a,0.12657067,0.0,35.0,57.0,35.923164,58.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67342,125672,7/17/2020,19:17:36  7 Oct 2020,17453.0
1288,Donald Trump,All polls,10/7/2020,10/13/2017,10/15/2017,YouGov,B,1000.0,a,0.12594054,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67343,125673,7/17/2020,19:17:36  7 Oct 2020,17454.0
1297,Donald Trump,All polls,10/7/2020,10/14/2017,10/16/2017,YouGov,B,1000.0,a,0.12530154,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67344,125674,7/17/2020,19:17:36  7 Oct 2020,17455.0
1300,Donald Trump,All polls,10/7/2020,10/15/2017,10/16/2017,YouGov,B,1500.0,a,0.18701071,0.0,37.0,52.0,37.923164,53.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ofv9fh8zdh/econTabReport.pdf,50347,79104,10/18/2017,19:17:36  7 Oct 2020,17455.0
1304,Donald Trump,All polls,10/7/2020,10/15/2017,10/17/2017,YouGov,B,1000.0,a,0.1246738,0.0,40.0,53.0,40.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67345,125675,7/17/2020,19:17:36  7 Oct 2020,17456.0
1307,Donald Trump,All polls,10/7/2020,10/16/2017,10/18/2017,YouGov,B,1000.0,a,0.12530154,0.0,36.0,57.0,36.923164,58.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67346,125676,7/17/2020,19:17:36  7 Oct 2020,17457.0
1311,Donald Trump,All polls,10/7/2020,10/17/2017,10/19/2017,YouGov,B,1000.0,a,0.12594054,0.0,38.0,54.0,38.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67347,125677,7/17/2020,19:17:36  7 Oct 2020,17458.0
1317,Donald Trump,All polls,10/7/2020,10/18/2017,10/20/2017,YouGov,B,1000.0,a,0.1265911,0.0,39.0,54.0,39.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67348,125678,7/17/2020,19:17:36  7 Oct 2020,17459.0
1321,Donald Trump,All polls,10/7/2020,10/19/2017,10/21/2017,YouGov,B,1000.0,a,0.1265911,0.0,38.0,54.0,38.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67349,125679,7/17/2020,19:17:36  7 Oct 2020,17460.0
1326,Donald Trump,All polls,10/7/2020,10/20/2017,10/22/2017,YouGov,B,1000.0,a,0.12594054,0.0,38.0,51.0,38.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67350,125680,7/17/2020,19:17:36  7 Oct 2020,17461.0
1333,Donald Trump,All polls,10/7/2020,10/21/2017,10/23/2017,YouGov,B,1000.0,a,0.12530154,0.0,40.0,53.0,40.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67351,125681,7/17/2020,19:17:36  7 Oct 2020,17462.0
1334,Donald Trump,All polls,10/7/2020,10/22/2017,10/24/2017,YouGov,B,1000.0,a,0.1246738,0.0,36.0,52.0,36.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67534,126326,7/17/2020,19:17:36  7 Oct 2020,17463.0
1338,Donald Trump,All polls,10/7/2020,10/22/2017,10/24/2017,YouGov,B,1500.0,a,0.18701071,0.0,37.0,53.0,37.923164,54.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/39agyx9fl6/econTabReport.pdf,50376,79146,10/25/2017,19:17:36  7 Oct 2020,17463.0
1340,Donald Trump,All polls,10/7/2020,10/23/2017,10/25/2017,YouGov,B,1000.0,a,0.12530154,0.0,38.0,55.0,38.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67352,125683,7/17/2020,19:17:36  7 Oct 2020,17464.0
1349,Donald Trump,All polls,10/7/2020,10/24/2017,10/26/2017,YouGov,B,1000.0,a,0.12594054,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67353,125684,7/17/2020,19:17:36  7 Oct 2020,17465.0
1352,Donald Trump,All polls,10/7/2020,10/25/2017,10/27/2017,YouGov,B,1000.0,a,0.1265911,0.0,37.0,55.0,37.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67354,125685,7/17/2020,19:17:36  7 Oct 2020,17466.0
1356,Donald Trump,All polls,10/7/2020,10/26/2017,10/28/2017,YouGov,B,1000.0,a,0.1265911,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67355,125686,7/17/2020,19:17:36  7 Oct 2020,17467.0
1361,Donald Trump,All polls,10/7/2020,10/27/2017,10/29/2017,YouGov,B,1000.0,a,0.12594054,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67356,125687,7/17/2020,19:17:36  7 Oct 2020,17468.0
1366,Donald Trump,All polls,10/7/2020,10/28/2017,10/30/2017,YouGov,B,1000.0,a,0.12530154,0.0,35.0,54.0,35.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67357,125688,7/17/2020,19:17:36  7 Oct 2020,17469.0
1373,Donald Trump,All polls,10/7/2020,10/29/2017,10/31/2017,YouGov,B,1000.0,a,0.1246738,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67535,126327,7/17/2020,19:17:36  7 Oct 2020,17470.0
1377,Donald Trump,All polls,10/7/2020,10/29/2017,10/31/2017,YouGov,B,1500.0,a,0.18701071,0.0,40.0,52.0,40.923164,53.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4eegg8ofj2/econTabReport.pdf,50404,79511,11/1/2017,19:17:36  7 Oct 2020,17470.0
1380,Donald Trump,All polls,10/7/2020,10/30/2017,11/1/2017,YouGov,B,1000.0,a,0.12530154,0.0,40.0,52.0,40.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67358,125690,7/17/2020,19:17:36  7 Oct 2020,17471.0
1384,Donald Trump,All polls,10/7/2020,10/31/2017,11/2/2017,YouGov,B,1000.0,a,0.12594054,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67359,125691,7/17/2020,19:17:36  7 Oct 2020,17472.0
1392,Donald Trump,All polls,10/7/2020,11/1/2017,11/3/2017,YouGov,B,1000.0,a,0.1265911,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67360,125692,7/17/2020,19:17:36  7 Oct 2020,17473.0
1394,Donald Trump,All polls,10/7/2020,11/2/2017,11/4/2017,YouGov,B,1000.0,a,0.1265911,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67361,125693,7/17/2020,19:17:36  7 Oct 2020,17474.0
1400,Donald Trump,All polls,10/7/2020,11/3/2017,11/5/2017,YouGov,B,1000.0,a,0.12594054,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67362,125694,7/17/2020,19:17:36  7 Oct 2020,17475.0
1403,Donald Trump,All polls,10/7/2020,11/4/2017,11/6/2017,YouGov,B,1000.0,a,0.12530154,0.0,36.0,56.0,36.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67363,125695,7/17/2020,19:17:36  7 Oct 2020,17476.0
1411,Donald Trump,All polls,10/7/2020,11/5/2017,11/7/2017,YouGov,B,1000.0,a,0.1246738,0.0,39.0,52.0,39.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67536,126328,7/17/2020,19:17:36  7 Oct 2020,17477.0
1412,Donald Trump,All polls,10/7/2020,11/5/2017,11/7/2017,YouGov,B,1500.0,a,0.18701071,0.0,37.0,54.0,37.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k4rl5ynp42/econTabReport.pdf,50432,79567,11/8/2017,19:17:36  7 Oct 2020,17477.0
1418,Donald Trump,All polls,10/7/2020,11/6/2017,11/8/2017,YouGov,B,1000.0,a,0.12530154,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67364,125697,7/17/2020,19:17:36  7 Oct 2020,17478.0
1422,Donald Trump,All polls,10/7/2020,11/7/2017,11/9/2017,YouGov,B,1000.0,a,0.12594054,0.0,37.0,52.0,37.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67365,125698,7/17/2020,19:17:36  7 Oct 2020,17479.0
1425,Donald Trump,All polls,10/7/2020,11/8/2017,11/10/2017,YouGov,B,1000.0,a,0.1265911,0.0,39.0,54.0,39.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67366,125699,7/17/2020,19:17:36  7 Oct 2020,17480.0
1430,Donald Trump,All polls,10/7/2020,11/9/2017,11/11/2017,YouGov,B,1000.0,a,0.1265911,0.0,40.0,52.0,40.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67367,125700,7/17/2020,19:17:36  7 Oct 2020,17481.0
1436,Donald Trump,All polls,10/7/2020,11/10/2017,11/12/2017,YouGov,B,1000.0,a,0.12594054,0.0,40.0,52.0,40.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67368,125701,7/17/2020,19:17:36  7 Oct 2020,17482.0
1441,Donald Trump,All polls,10/7/2020,11/11/2017,11/13/2017,YouGov,B,1000.0,a,0.12530154,0.0,42.0,51.0,42.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67369,125702,7/17/2020,19:17:36  7 Oct 2020,17483.0
1448,Donald Trump,All polls,10/7/2020,11/12/2017,11/14/2017,YouGov,B,1500.0,a,0.18701071,0.0,34.0,55.0,34.923164,56.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pv5v29parb/econTabReport.pdf,50458,79625,11/15/2017,19:17:36  7 Oct 2020,17484.0
1450,Donald Trump,All polls,10/7/2020,11/12/2017,11/14/2017,YouGov,B,1000.0,a,0.1246738,0.0,37.0,54.0,37.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67537,126329,7/17/2020,19:17:36  7 Oct 2020,17484.0
1455,Donald Trump,All polls,10/7/2020,11/13/2017,11/15/2017,YouGov,B,1000.0,a,0.12530154,0.0,41.0,50.0,41.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67370,125704,7/17/2020,19:17:36  7 Oct 2020,17485.0
1459,Donald Trump,All polls,10/7/2020,11/14/2017,11/16/2017,YouGov,B,1000.0,a,0.12594054,0.0,40.0,53.0,40.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67371,125705,7/17/2020,19:17:36  7 Oct 2020,17486.0
1463,Donald Trump,All polls,10/7/2020,11/15/2017,11/17/2017,YouGov,B,1000.0,a,0.1265911,0.0,40.0,51.0,40.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67372,125706,7/17/2020,19:17:36  7 Oct 2020,17487.0
1466,Donald Trump,All polls,10/7/2020,11/16/2017,11/18/2017,YouGov,B,1000.0,a,0.1265911,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67373,125707,7/17/2020,19:17:36  7 Oct 2020,17488.0
1470,Donald Trump,All polls,10/7/2020,11/17/2017,11/19/2017,YouGov,B,1000.0,a,0.12594054,0.0,41.0,52.0,41.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67374,125708,7/17/2020,19:17:36  7 Oct 2020,17489.0
1477,Donald Trump,All polls,10/7/2020,11/18/2017,11/20/2017,YouGov,B,1000.0,a,0.12530154,0.0,35.0,56.0,35.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67375,125709,7/17/2020,19:17:36  7 Oct 2020,17490.0
1480,Donald Trump,All polls,10/7/2020,11/19/2017,11/21/2017,YouGov,B,1500.0,a,0.18701071,0.0,37.0,54.0,37.923164,55.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,50501,79696,11/22/2017,19:17:36  7 Oct 2020,17491.0
1483,Donald Trump,All polls,10/7/2020,11/19/2017,11/21/2017,YouGov,B,1000.0,a,0.1246738,0.0,35.0,54.0,35.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67538,126330,7/17/2020,19:17:36  7 Oct 2020,17491.0
1485,Donald Trump,All polls,10/7/2020,11/20/2017,11/22/2017,YouGov,B,1000.0,a,0.12530154,0.0,39.0,51.0,39.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67376,125711,7/17/2020,19:17:36  7 Oct 2020,17492.0
1489,Donald Trump,All polls,10/7/2020,11/21/2017,11/23/2017,YouGov,B,1000.0,a,0.12594054,0.0,40.0,49.0,40.923164,50.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67377,125712,7/17/2020,19:17:36  7 Oct 2020,17493.0
1495,Donald Trump,All polls,10/7/2020,11/22/2017,11/24/2017,YouGov,B,1000.0,a,0.1265911,0.0,38.0,54.0,38.923164,55.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67378,125713,7/17/2020,19:17:36  7 Oct 2020,17494.0
1497,Donald Trump,All polls,10/7/2020,11/23/2017,11/25/2017,YouGov,B,1000.0,a,0.1265911,0.0,42.0,50.0,42.923164,51.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67379,125714,7/17/2020,19:17:36  7 Oct 2020,17495.0
1502,Donald Trump,All polls,10/7/2020,11/24/2017,11/26/2017,YouGov,B,1000.0,a,0.12594054,0.0,40.0,52.0,40.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67380,125715,7/17/2020,19:17:36  7 Oct 2020,17496.0
1504,Donald Trump,All polls,10/7/2020,11/25/2017,11/27/2017,YouGov,B,1000.0,a,0.12530154,0.0,37.0,53.0,37.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67381,125716,7/17/2020,19:17:36  7 Oct 2020,17497.0
1509,Donald Trump,All polls,10/7/2020,11/26/2017,11/28/2017,YouGov,B,1000.0,a,0.1246738,0.0,38.0,53.0,38.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67539,126331,7/17/2020,19:17:36  7 Oct 2020,17498.0
1510,Donald Trump,All polls,10/7/2020,11/26/2017,11/28/2017,YouGov,B,1500.0,a,0.18701071,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,50554,79789,11/29/2017,19:17:36  7 Oct 2020,17498.0
1516,Donald Trump,All polls,10/7/2020,11/27/2017,11/29/2017,YouGov,B,1000.0,a,0.12530154,0.0,37.0,55.0,37.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67382,125718,7/17/2020,19:17:36  7 Oct 2020,17499.0
1518,Donald Trump,All polls,10/7/2020,11/28/2017,11/30/2017,YouGov,B,1000.0,a,0.12594054,0.0,36.0,51.0,36.923164,52.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67383,125719,7/17/2020,19:17:36  7 Oct 2020,17500.0
1527,Donald Trump,All polls,10/7/2020,11/29/2017,12/1/2017,YouGov,B,1000.0,a,0.1265911,0.0,40.0,53.0,40.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67384,125720,7/17/2020,19:17:36  7 Oct 2020,17501.0
1531,Donald Trump,All polls,10/7/2020,11/30/2017,12/2/2017,YouGov,B,1000.0,a,0.1265911,0.0,38.0,52.0,38.923164,53.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67385,125721,7/17/2020,19:17:36  7 Oct 2020,17502.0
1535,Donald Trump,All polls,10/7/2020,12/1/2017,12/3/2017,YouGov,B,1000.0,a,0.12594054,0.0,38.0,56.0,38.923164,57.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67386,125722,7/17/2020,19:17:36  7 Oct 2020,17503.0
1541,Donald Trump,All polls,10/7/2020,12/2/2017,12/4/2017,YouGov,B,1000.0,a,0.12530154,0.0,36.0,55.0,36.923164,56.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67387,125723,7/17/2020,19:17:36  7 Oct 2020,17504.0
1545,Donald Trump,All polls,10/7/2020,12/3/2017,12/5/2017,YouGov,B,1000.0,a,0.1246738,0.0,39.0,53.0,39.923164,54.870313,,,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67540,126332,7/17/2020,19:17:36  7 Oct 2020,17505.0
1549,Donald Trump,All polls,10/7/2020,12/3/2017,12/5/2017,YouGov,B,1500.0,a,0.18701071,0.0,37.0,51.0,37.923164,52.870313,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,50636,79917,12/6/2017,19:17:36  7 Oct 2020,17505.0
