,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
4583,Donald Trump,All polls,10/7/2020,9/19/2019,9/21/2019,YouGov,B,1000.0,a,0.12457568,0.0,40.0,54.0,40.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dmorn1lo82/tabs_Trump_Tweets_20190919.pdf,59625,103011,9/21/2019,19:17:36  7 Oct 2020,18160.0
4593,Donald Trump,All polls,10/7/2020,9/20/2019,9/22/2019,YouGov,B,1000.0,a,0.12336484,0.0,42.0,53.0,42.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/j7c58vsy63/tabs_Trump_Tweets_20190920.pdf,59629,103039,9/22/2019,19:17:36  7 Oct 2020,18161.0
4600,Donald Trump,All polls,10/7/2020,9/21/2019,9/23/2019,YouGov,B,1000.0,a,0.12218991,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kw2vffy7j8/tabs_Trump_Tweets_20190921.pdf,59637,103080,9/24/2019,19:17:36  7 Oct 2020,18162.0
4601,Donald Trump,All polls,10/7/2020,9/22/2019,9/23/2019,YouGov,B,1000.0,a,0.12104917,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qpkxzk1zc5/tabs_Trump_Tweets_20190922.pdf,59638,103082,9/24/2019,19:17:36  7 Oct 2020,18162.0
4608,Donald Trump,All polls,10/7/2020,9/22/2019,9/24/2019,YouGov,B,1500.0,a,0.18157375,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hqfjbs2lws/econTabReport.pdf,59712,103281,9/25/2019,19:17:36  7 Oct 2020,18163.0
4610,Donald Trump,All polls,10/7/2020,9/23/2019,9/25/2019,YouGov,B,1000.0,a,0.12109619,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6u07gg2l75/tabs_Trump_Tweets_20190923.pdf,59716,103378,9/25/2019,19:17:36  7 Oct 2020,18164.0
4615,Donald Trump,All polls,10/7/2020,9/24/2019,9/26/2019,YouGov,B,1000.0,a,0.12114391,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yx9lwekcj7/tabs_Trump_Tweets_20190924.pdf,59719,103388,9/26/2019,19:17:36  7 Oct 2020,18165.0
4628,Donald Trump,All polls,10/7/2020,9/25/2019,9/26/2019,YouGov,B,1000.0,a,0.12119231,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/rvjaagpyhu/tabs_Trump_Tweets_20190925.pdf,59730,103416,9/26/2019,19:17:36  7 Oct 2020,18165.0
4633,Donald Trump,All polls,10/7/2020,9/26/2019,9/27/2019,YouGov,B,1000.0,a,0.12065355,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o4llz08tqp/tabs_Trump_Tweets_20190926.pdf,59735,103433,9/27/2019,19:17:36  7 Oct 2020,18166.0
4640,Donald Trump,All polls,10/7/2020,9/26/2019,9/30/2019,YouGov,B,1200.0,rv,0.14346147,0.0,43.8,52.4,44.723164,54.270313,,,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/GW%20Politics%20Poll%20Late%20September%202019%20Toplines%20%281%29.pdf,60088,104469,10/15/2019,19:17:36  7 Oct 2020,18169.0
4646,Donald Trump,All polls,10/7/2020,9/27/2019,9/30/2019,YouGov,B,1000.0,a,0.11864989,0.0,38.0,55.0,38.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qu026jpjz1/tabs_Trump_Tweets_20190927.pdf,59766,103674,10/2/2019,19:17:36  7 Oct 2020,18169.0
4648,Donald Trump,All polls,10/7/2020,9/29/2019,10/1/2019,YouGov,B,1000.0,a,0.11777004,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wg42y75fng/tabs_Trump_Tweets_20190929.pdf,59768,103678,10/2/2019,19:17:36  7 Oct 2020,18170.0
4651,Donald Trump,All polls,10/7/2020,9/28/2019,10/1/2019,YouGov,B,1500.0,a,0.17665506,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/eb2rrb9ofh/econTabReport.pdf,59765,103591,10/2/2019,19:17:36  7 Oct 2020,18170.0
4654,Donald Trump,All polls,10/7/2020,9/28/2019,10/1/2019,YouGov,B,1000.0,a,0.11777004,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bcpbdwqlls/tabs_Trump_Tweets_20190928.pdf,59767,103676,10/2/2019,19:17:36  7 Oct 2020,18170.0
4657,Donald Trump,All polls,10/7/2020,9/30/2019,10/1/2019,YouGov,B,1000.0,a,0.11882374,0.0,43.0,52.0,43.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3qsipasgq2/tabs_Trump_Tweets_20190930.pdf,59769,103680,10/2/2019,19:17:36  7 Oct 2020,18170.0
4666,Donald Trump,All polls,10/7/2020,10/1/2019,10/2/2019,YouGov,B,1000.0,a,0.1199074,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ujbflb30lj/tabs_Trump_Tweets_20191001.pdf,59777,103712,10/3/2019,19:17:36  7 Oct 2020,18171.0
4668,Donald Trump,All polls,10/7/2020,10/2/2019,10/3/2019,YouGov,B,1000.0,a,0.12102245,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/02fd69evjb/tabs_Trump_Tweets_20191002.pdf,59823,103801,10/4/2019,19:17:36  7 Oct 2020,18172.0
4670,Donald Trump,All polls,10/7/2020,10/3/2019,10/4/2019,YouGov,B,1000.0,a,0.12157645,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q7avpxc22p/tabs_Trump_Tweets_20191003.pdf,59855,103842,10/4/2019,19:17:36  7 Oct 2020,18173.0
4682,Donald Trump,All polls,10/7/2020,10/4/2019,10/5/2019,YouGov,B,1000.0,a,0.12153786,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0u2fhxyixx/tabs_Trump_Tweets_20191004.pdf,59909,103971,10/8/2019,19:17:36  7 Oct 2020,18174.0
4685,Donald Trump,All polls,10/7/2020,10/5/2019,10/6/2019,YouGov,B,1000.0,a,0.12149994,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/439zfgtwsk/tabs_Trump_Tweets_20191005.pdf,59910,103973,10/8/2019,19:17:36  7 Oct 2020,18175.0
4693,Donald Trump,All polls,10/7/2020,10/6/2019,10/7/2019,YouGov,B,1000.0,a,0.12146267,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2t3zj159dm/tabs_Trump_Tweets_20191006.pdf,59911,103975,10/8/2019,19:17:36  7 Oct 2020,18176.0
4695,Donald Trump,All polls,10/7/2020,10/6/2019,10/8/2019,YouGov,B,1500.0,a,0.18219401,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x3neaunoh2/econTabReport.pdf,59915,103982,10/9/2019,19:17:36  7 Oct 2020,18177.0
4702,Donald Trump,All polls,10/7/2020,10/7/2019,10/8/2019,YouGov,B,1000.0,a,0.12262429,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/j0prlmkx7l/tabs_Trump_Tweets_20191007.pdf,59912,103977,10/8/2019,19:17:36  7 Oct 2020,18177.0
4707,Donald Trump,All polls,10/7/2020,10/8/2019,10/10/2019,YouGov,B,1000.0,a,0.12382119,0.0,43.0,50.0,43.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xzd91wdhtd/tabs_Trump_Tweets_20191008.pdf,60011,104259,10/10/2019,19:17:36  7 Oct 2020,18179.0
4709,Donald Trump,All polls,10/7/2020,10/9/2019,10/10/2019,YouGov,B,1000.0,a,0.1249725,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/50rq0uqgau/tabs_Trump_Tweets_20191009.pdf,60012,104261,10/10/2019,19:17:36  7 Oct 2020,18179.0
4712,Donald Trump,All polls,10/7/2020,10/10/2019,10/11/2019,YouGov,B,1000.0,a,0.1254946,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7yy5w3p1hu/tabs_Trump_Tweets_20191010.pdf,60043,104307,10/12/2019,19:17:36  7 Oct 2020,18180.0
4720,Donald Trump,All polls,10/7/2020,10/11/2019,10/12/2019,YouGov,B,1000.0,a,0.12495087,0.0,44.0,49.0,44.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mn2b57mh6m/tabs_Trump_Tweets_20191011.pdf,60053,104321,10/13/2019,19:17:36  7 Oct 2020,18181.0
4726,Donald Trump,All polls,10/7/2020,10/12/2019,10/13/2019,YouGov,B,1000.0,a,0.12441869,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uf28nv81cm/tabs_Trump_Tweets_20191012.pdf,60080,104445,10/15/2019,19:17:36  7 Oct 2020,18182.0
4731,Donald Trump,All polls,10/7/2020,10/13/2019,10/14/2019,YouGov,B,980.0,a,0.12143909,0.0,45.0,49.0,45.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/waf39geuf0/tabs_Trump_Tweets_20191013.pdf,60081,104447,10/15/2019,19:17:36  7 Oct 2020,18183.0
4732,Donald Trump,All polls,10/7/2020,10/13/2019,10/15/2019,YouGov,B,1500.0,a,0.18587617,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kvoamfqbbo/econTabReport.pdf,60100,104545,10/16/2019,19:17:36  7 Oct 2020,18184.0
4737,Donald Trump,All polls,10/7/2020,10/14/2019,10/15/2019,YouGov,B,1000.0,a,0.12463439,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7yv54c49w5/tabs_Trump_Tweets_20191014.pdf,60098,104540,10/16/2019,19:17:36  7 Oct 2020,18184.0
4744,Donald Trump,All polls,10/7/2020,10/15/2019,10/17/2019,YouGov,B,1000.0,a,0.12536279,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xoqxdgkgfa/tabs_Trump_Tweets_20191015.pdf,60262,105293,10/17/2019,19:17:36  7 Oct 2020,18186.0
4748,Donald Trump,All polls,10/7/2020,10/16/2019,10/17/2019,YouGov,B,1000.0,a,0.12610297,0.0,39.0,55.0,39.923164,56.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8ogbkv4bau/tabs_Trump_Tweets_20191016.pdf,60265,105314,10/17/2019,19:17:36  7 Oct 2020,18186.0
4750,Donald Trump,All polls,10/7/2020,10/17/2019,10/18/2019,YouGov,B,1000.0,a,0.12619233,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5nfky89ff1/tabs_Trump_Tweets_20191017.pdf,61980,109315,10/18/2019,19:17:36  7 Oct 2020,18187.0
4758,Donald Trump,All polls,10/7/2020,10/18/2019,10/20/2019,YouGov,B,1000.0,a,0.12563117,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4gatffm9e7/tabs_Trump_Tweets_20191018.pdf,61982,109319,10/20/2019,19:17:36  7 Oct 2020,18189.0
4762,Donald Trump,All polls,10/7/2020,10/19/2019,10/21/2019,YouGov,B,1000.0,a,0.12506946,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b9x0tk0lkd/tabs_Trump_Tweets_20191019.pdf,62223,111070,10/21/2019,19:17:36  7 Oct 2020,18190.0
4771,Donald Trump,All polls,10/7/2020,10/20/2019,10/21/2019,YouGov,B,1000.0,a,0.12451948,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5186kd3oku/tabs_Trump_Tweets_20191020.pdf,62450,111788,10/24/2019,19:17:36  7 Oct 2020,18190.0
4773,Donald Trump,All polls,10/7/2020,10/20/2019,10/22/2019,YouGov,B,1500.0,a,0.18677922,0.0,42.0,49.0,42.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/s96v7z4zoa/econTabReport.pdf,62241,111212,10/23/2019,19:17:36  7 Oct 2020,18191.0
4774,Donald Trump,All polls,10/7/2020,10/21/2019,10/23/2019,YouGov,B,1000.0,a,0.12513158,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0uu9s6hmxg/tabs_Trump_Tweets_20191021.pdf,62451,111790,10/24/2019,19:17:36  7 Oct 2020,18192.0
4780,Donald Trump,All polls,10/7/2020,10/22/2019,10/24/2019,YouGov,B,1000.0,a,0.12575463,0.0,39.0,53.0,39.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sthn30h9ra/tabs_Trump_Tweets_20191022.pdf,62452,111792,10/24/2019,19:17:36  7 Oct 2020,18193.0
4784,Donald Trump,All polls,10/7/2020,10/23/2019,10/24/2019,YouGov,B,1000.0,a,0.1264527,0.0,44.0,50.0,44.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n6eptjt8hw/tabs_Trump_Tweets_20191023.pdf,62461,111857,10/25/2019,19:17:36  7 Oct 2020,18193.0
4788,Donald Trump,All polls,10/7/2020,10/24/2019,10/25/2019,YouGov,B,1000.0,a,0.12643665,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9z58umpou7/tabs_Trump_Tweets_20191024.pdf,62480,112331,10/25/2019,19:17:36  7 Oct 2020,18194.0
4790,Donald Trump,All polls,10/7/2020,10/25/2019,10/26/2019,YouGov,B,1000.0,a,0.12577897,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a6nkmjtboi/tabs_Trump_Tweets_20191025.pdf,62498,112371,10/26/2019,19:17:36  7 Oct 2020,18195.0
4795,Donald Trump,All polls,10/7/2020,10/26/2019,10/27/2019,YouGov,B,1000.0,a,0.1251329,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/odycfw7wft/tabs_Trump_Tweets_20191026.pdf,62499,112373,10/27/2019,19:17:36  7 Oct 2020,18196.0
4801,Donald Trump,All polls,10/7/2020,10/27/2019,10/29/2019,YouGov,B,1500.0,a,0.18674717,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,62515,112443,10/30/2019,19:17:36  7 Oct 2020,18198.0
4804,Donald Trump,All polls,10/7/2020,10/27/2019,10/28/2019,YouGov,B,1000.0,a,0.12449812,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f31uutfs37/tabs_Trump_Tweets_20191027.pdf,62506,112403,10/29/2019,19:17:36  7 Oct 2020,18197.0
4810,Donald Trump,All polls,10/7/2020,10/28/2019,10/29/2019,YouGov,B,1000.0,a,0.12511758,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/rgdk94i5i4/tabs_Trump_Tweets_20191028.pdf,62511,112432,10/29/2019,19:17:36  7 Oct 2020,18198.0
4812,Donald Trump,All polls,10/7/2020,10/29/2019,10/31/2019,YouGov,B,1000.0,a,0.12574428,0.0,39.0,52.0,39.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w0970skexv/tabs_Trump_Tweets_20191029.pdf,62523,112540,10/31/2019,19:17:36  7 Oct 2020,18200.0
4817,Donald Trump,All polls,10/7/2020,10/30/2019,10/31/2019,YouGov,B,1000.0,a,0.12638251,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/enukkt5s1p/tabs_Trump_Tweets_20191030.pdf,62526,112546,11/1/2019,19:17:36  7 Oct 2020,18200.0
4820,Donald Trump,All polls,10/7/2020,10/31/2019,11/1/2019,YouGov,B,1000.0,a,0.12625536,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6o5vpigimd/tabs_Trump_Tweets_20191031.pdf,62534,112565,11/2/2019,19:17:36  7 Oct 2020,18201.0
4826,Donald Trump,All polls,10/7/2020,11/1/2019,11/2/2019,YouGov,B,1000.0,a,0.12547907,0.0,41.0,54.0,41.923164,55.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/r4w0otx94s/tabs_Trump_Tweets_20191101.pdf,62535,112569,11/3/2019,19:17:36  7 Oct 2020,18202.0
4829,Donald Trump,All polls,10/7/2020,11/2/2019,11/4/2019,YouGov,B,1000.0,a,0.12511946,0.0,42.0,50.0,42.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h58b8rwx2b/tabs_Trump_Tweets_20191102.pdf,62558,112719,11/5/2019,19:17:36  7 Oct 2020,18204.0
4832,Donald Trump,All polls,10/7/2020,11/3/2019,11/5/2019,YouGov,B,1500.0,a,0.18654007,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cseozthmrp/econTabReport.pdf,62570,112747,11/6/2019,19:17:36  7 Oct 2020,18205.0
4835,Donald Trump,All polls,10/7/2020,11/3/2019,11/4/2019,YouGov,B,1000.0,a,0.12436005,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3qh2gx6p7u/tabs_Trump_Tweets_20191103.pdf,62559,112721,11/5/2019,19:17:36  7 Oct 2020,18204.0
4836,Donald Trump,All polls,10/7/2020,11/4/2019,11/5/2019,YouGov,B,1000.0,a,0.12484139,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/e6r4dom684/tabs_Trump_Tweets_20191104.pdf,62568,112744,11/5/2019,19:17:36  7 Oct 2020,18205.0
4840,Donald Trump,All polls,10/7/2020,11/5/2019,11/6/2019,YouGov,B,1000.0,a,0.12533469,0.0,42.0,52.0,42.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dgi90uhi6q/tabs_Trump_Tweets_20191105.pdf,62577,112839,11/7/2019,19:17:36  7 Oct 2020,18206.0
4843,Donald Trump,All polls,10/7/2020,11/6/2019,11/7/2019,YouGov,B,1000.0,a,0.12584027,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g0a01vex1e/tabs_Trump_Tweets_20191106.pdf,62586,112849,11/7/2019,19:17:36  7 Oct 2020,18207.0
4849,Donald Trump,All polls,10/7/2020,11/7/2019,11/8/2019,YouGov,B,1000.0,a,0.12568948,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ojghan9fq2/tabs_Trump_Tweets_20191107.pdf,62609,112927,11/13/2019,19:17:36  7 Oct 2020,18208.0
4854,Donald Trump,All polls,10/7/2020,11/8/2019,11/10/2019,YouGov,B,1000.0,a,0.12488275,0.0,38.0,52.0,38.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ioiyd1qstn/tabs_Trump_Tweets_20191108.pdf,62610,112929,11/13/2019,19:17:36  7 Oct 2020,18210.0
4859,Donald Trump,All polls,10/7/2020,11/9/2019,11/11/2019,YouGov,B,1000.0,a,0.12408884,0.0,41.0,53.0,41.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p967cymv6b/tabs_Trump_Tweets_20191109.pdf,62611,112931,11/13/2019,19:17:36  7 Oct 2020,18211.0
4862,Donald Trump,All polls,10/7/2020,11/10/2019,11/12/2019,YouGov,B,1000.0,a,0.12271382,0.0,40.0,53.0,40.923164,54.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/i7hqcpcskp/tabs_Trump_Tweets_20191110.pdf,62612,112933,11/13/2019,19:17:36  7 Oct 2020,18212.0
4864,Donald Trump,All polls,10/7/2020,11/10/2019,11/12/2019,YouGov,B,1500.0,a,0.18407074,0.0,41.0,50.0,41.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7umtlf80ov/econTabReport.pdf,62614,112937,11/13/2019,19:17:36  7 Oct 2020,18212.0
4867,Donald Trump,All polls,10/7/2020,11/11/2019,11/13/2019,YouGov,B,1000.0,a,0.12259486,0.0,41.0,51.0,41.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/egdzvdn4x6/tabs_Trump_Tweets_20191111.pdf,62613,112935,11/13/2019,19:17:36  7 Oct 2020,18213.0
4873,Donald Trump,All polls,10/7/2020,11/13/2019,11/15/2019,YouGov,B,1000.0,a,0.12142793,0.0,43.0,50.0,43.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iqt9xhqbgs/tabs_Trump_Tweets_20191113.pdf,62634,113119,11/15/2019,19:17:36  7 Oct 2020,18215.0
4875,Donald Trump,All polls,10/7/2020,11/12/2019,11/15/2019,YouGov,B,1000.0,a,0.12142793,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ahgzh00uhe/tabs_Trump_Tweets_20191112.pdf,62633,113117,11/15/2019,19:17:36  7 Oct 2020,18215.0
4877,Donald Trump,All polls,10/7/2020,11/14/2019,11/16/2019,YouGov,B,1000.0,a,0.12062697,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bgiow5ae13/tabs_Trump_Tweets_20191114.pdf,62651,113164,11/18/2019,19:17:36  7 Oct 2020,18216.0
4887,Donald Trump,All polls,10/7/2020,11/15/2019,11/17/2019,YouGov,B,1000.0,a,0.11926133,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/c4u71i8etb/tabs_Trump_Tweets_20191115.pdf,62652,113166,11/18/2019,19:17:36  7 Oct 2020,18217.0
4889,Donald Trump,All polls,10/7/2020,11/16/2019,11/18/2019,YouGov,B,1000.0,a,0.11793642,0.0,43.0,51.0,43.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/id55dqc51d/tabs_Trump_Tweets_20191116.pdf,62653,113168,11/18/2019,19:17:36  7 Oct 2020,18218.0
4892,Donald Trump,All polls,10/7/2020,11/17/2019,11/19/2019,YouGov,B,1500.0,a,0.17497535,0.0,39.0,51.0,39.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u9tu99dui5/econTabReport.pdf,62670,113258,11/20/2019,19:17:36  7 Oct 2020,18219.0
4894,Donald Trump,All polls,10/7/2020,11/17/2019,11/19/2019,YouGov,B,1000.0,a,0.11665023,0.0,45.0,49.0,45.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8b2ew7ip39/tabs_Trump_Tweets_20191117.pdf,62665,113222,11/19/2019,19:17:36  7 Oct 2020,18219.0
4900,Donald Trump,All polls,10/7/2020,11/18/2019,11/20/2019,YouGov,B,1000.0,a,0.11642661,0.0,43.0,49.0,43.923164,50.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k21glcyt2h/tabs_Trump_Tweets_20191118.pdf,62716,113426,11/21/2019,19:17:36  7 Oct 2020,18220.0
4904,Donald Trump,All polls,10/7/2020,11/19/2019,11/21/2019,YouGov,B,1000.0,a,0.11622308,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nb8jp3wyqb/tabs_Trump_Tweets_20191119.pdf,62717,113428,11/21/2019,19:17:36  7 Oct 2020,18221.0
4906,Donald Trump,All polls,10/7/2020,11/20/2019,11/22/2019,YouGov,B,1000.0,a,0.11598516,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iwb4gwnexe/tabs_Trump_Tweets_20191120.pdf,62940,113846,11/22/2019,19:17:36  7 Oct 2020,18222.0
4908,Donald Trump,All polls,10/7/2020,11/20/2019,11/22/2019,YouGov,B,1500.0,a,0.17397773,0.0,40.0,52.0,40.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pvmul8w389/yahoo_impeachment_toplines.pdf,62967,113952,11/25/2019,19:17:36  7 Oct 2020,18222.0
4911,Donald Trump,All polls,10/7/2020,11/21/2019,11/22/2019,YouGov,B,1000.0,a,0.11645217,0.0,44.0,50.0,44.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0ui8buavlq/tabs_Trump_Tweets_20191121.pdf,62960,113894,11/22/2019,19:17:36  7 Oct 2020,18222.0
4920,Donald Trump,All polls,10/7/2020,11/22/2019,11/24/2019,YouGov,B,1000.0,a,0.11638046,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/i9zj8c7pic/tabs_Trump_Tweets_20191122.pdf,62963,113902,11/25/2019,19:17:36  7 Oct 2020,18224.0
4922,Donald Trump,All polls,10/7/2020,11/23/2019,11/25/2019,YouGov,B,1000.0,a,0.11632698,0.0,42.0,51.0,42.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/eqnyk9uo09/tabs_Trump_Tweets_20191123.pdf,62964,113904,11/25/2019,19:17:36  7 Oct 2020,18225.0
4923,Donald Trump,All polls,10/7/2020,11/24/2019,11/26/2019,YouGov,B,1000.0,a,0.11608439,0.0,43.0,50.0,43.923164,51.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a5a654rlr3/tabs_Trump_Tweets_20191124.pdf,62993,114146,12/2/2019,19:17:36  7 Oct 2020,18226.0
4924,Donald Trump,All polls,10/7/2020,11/24/2019,11/26/2019,YouGov,B,1500.0,a,0.17412659,0.0,41.0,52.0,41.923164,53.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a10nw9wbas/econTabReport.pdf,62982,114022,11/27/2019,19:17:36  7 Oct 2020,18226.0
4929,Donald Trump,All polls,10/7/2020,11/25/2019,11/27/2019,YouGov,B,1000.0,a,0.11658467,0.0,40.0,51.0,40.923164,52.870313,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zxfj1yh5oz/tabs_Trump_Tweets_20191125.pdf,62994,114148,12/2/2019,19:17:36  7 Oct 2020,18227.0
